pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GO_ELECTRON_TRANSPORT_CHAIN,0.00066869502041127,0.108395462808667,0.477270815362862,0.798383755964528,2.02286428561481,31,MT-CO3 MT-ND5 MT-ND6 CYB561 LOXL2 ASPH
GO_CELLULAR_RESPIRATION,0.000871606529024107,0.135032409853233,0.477270815362862,0.794446459379619,2.01288836039842,31,MT-CO3 MT-ND5 MT-ND6
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,1.52808844173572e-07,8.256771213512e-05,0.690132458796796,0.757170670558349,1.99616912264957,80,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RACK1 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 CLSTN1 RPL41 YWHAQ RPL36 SSR2 RPS12 RPS28 ATP1B1 SRPRA SCRIB
GO_MANNOSYLATION,0.00196732374602735,0.229417613768188,0.431707695803346,-0.766917293233083,-1.9918552183343,5,DPY19L4 POMT2 TMTC1 SDF2L1 DPY19L3
GO_PROTEIN_MANNOSYLATION,0.00196732374602735,0.229417613768188,0.431707695803346,-0.766917293233083,-1.9918552183343,5,DPY19L4 POMT2 TMTC1 SDF2L1 DPY19L3
GO_AEROBIC_ELECTRON_TRANSPORT_CHAIN,0.000125835456978463,0.023311917229953,0.518848077743792,0.938967469856573,1.98883159736781,8,MT-CO3 NDUFA4
GO_AEROBIC_RESPIRATION,0.00103425043952474,0.152410905679055,0.45505986738723,0.794077096961742,1.95186154450387,21,MT-CO3 NOP53 VCP HIF1A
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,0.00121057781054575,0.1706388374691,0.45505986738723,0.745032845481598,1.92691251697813,43,MT-CO3 MT-ND5 GNAS MT-ND6 GAA ACADVL NOP53 VCP HIF1A
GO_PROTEIN_TARGETING,3.45252395105243e-07,0.000159901180704457,0.674962860011025,0.719828694185653,1.89353530370895,96,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 YWHAQ RPL36 NUCB1 AP3D1 SSR2 RPS12 RPS28
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY,0.00137982722739274,0.17893599484829,0.45505986738723,0.885423409578013,1.87541966101006,8,MT-ND5 MT-ND6
GO_RIBOSOME_BIOGENESIS,0.000412401665039535,0.0703687472662197,0.49849310876659,0.711522730039466,1.8700118035701,62,RPS2 RPLP0 RPL10 RPL7A RPL6 RPS5 RPS8 RPS7 RPS19 RPS16 RPL5 RPS14 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 RPS28 RAN NOP53 XPO1 DDX3X
GO_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA,0.00179268136805374,0.227770981289882,0.45505986738723,0.877910026649683,1.8595055278258,8,RPS8 RPS19 RPS16 RPS14 RPS21
GO_ATP_METABOLIC_PROCESS,0.0019813982682015,0.229417613768188,0.431707695803346,0.710901388438008,1.85603344237336,52,MT-CO3 MT-ND5 MT-ND6
GO_RNA_CATABOLIC_PROCESS,7.43332459996087e-06,0.00219080348664301,0.610526878385931,0.697904464796108,1.83586282872838,96,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 RPL36 RPS12 RPS28 HSPB1 LRPPRC XPO1 PSMD2 PSMA7 HNRNPA0 RNPS1
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE,5.15117151778293e-07,0.000208751225758153,0.659444398037935,0.69179155070231,1.82349101239225,119,RPS2 RPLP0 FLNA RPS3 RPL10 RPL7A RPS18 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A LMNA RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 CCT3 RPL41 YWHAQ RPL36 AP3D1 RPS12 RPS28 PHB2 RAN LAMP1 SRPRA SCRIB AP2B1 LMAN1 SCARB2 CACNG4
GO_PEPTIDE_BIOSYNTHETIC_PROCESS,5.83230356384081e-07,0.000222450919458493,0.659444398037935,0.690848227456014,1.82100450983283,119,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RACK1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A ILF3 EEF1A2 RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 GCN1 RPL27 RPS21 UBA52 RPL41 EIF4A2 RPL36 RPS12 RPS28 MARS1 EIF2S3 HSPB1 RRBP1
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE,3.31319199650001e-08,2.1482736905306e-05,0.719512826338911,0.681000581015404,1.80387496376927,140,RPS2 RPLP0 FLNA RPS3 RPL10 RPL7A RPS18 RACK1 ITGA3 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A ITGB1 RPS3A CLTC LRP1 RPS14 RPS25 RPL23 AGRN RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 CLSTN1 CD81 ANXA2 RPL41 YWHAQ RELN AP2M1 RPL36 GPC1 AP3D1 SSR2 RPS12 RPS28
GO_AMIDE_BIOSYNTHETIC_PROCESS,3.10449144666439e-08,2.1482736905306e-05,0.719512826338911,0.680226025984726,1.80139868783479,139,RPS2 RPLP0 FASN RPS3 RPL10 RPL7A RPS18 RACK1 SCD VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A ILF3 EEF1A2 RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 GCN1 RPL27 RPS21 UBA52 RPL41 EIF4A2 RPL36 RPS12 RPS28 ASS1 MARS1 EIF2S3 HSPB1 RRBP1 LRPPRC CCN1 EEF1B2
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,9.75774571922343e-05,0.0208255211820355,0.538434096309916,0.678614841171508,1.78063994546516,89,COL1A1 FN1 EMILIN1 SPARC LAMB1 FBLN1 ITGA3 LAMC1 QSOX1 COL6A2 SERPINH1 COL6A1 ITGB1 LRP1 LOXL2 AGRN COL6A3 TIMP2 PLOD3 NID1 COL18A1 PLOD1 COL5A1 FBN1 CD44 LAMB2 ANXA2
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS,9.23950556481322e-06,0.00260473713401082,0.593325476396405,0.672692995106287,1.77236565535672,112,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 DBH VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 RPL36 RPS12 RPS28 HSPB1 VCP LRPPRC XPO1 PSMD2 PSMA7 HNRNPA0 RNPS1
GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,2.38759636905636e-05,0.00645048952373394,0.575610261071129,0.666008899976705,1.75383101278833,111,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 RPL36 RPS12 RPS28 HSPB1 VCP LRPPRC XPO1 PSMD2 PSMA7 HNRNPA0 RNPS1
GO_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,0.00127937194546974,0.171730706317996,0.45505986738723,0.653683977850247,1.72407955586592,82,MT-CO3 MT-ND5 GNAS VGF MT-ND6 CYB561 TKT LOXL2 ASPH GAA ACADVL AKR1B1 PHB2 NOP53 VCP HIF1A
GO_INTERSPECIES_INTERACTION_BETWEEN_ORGANISMS,6.34450924330199e-08,3.73979981214274e-05,0.704975715167238,0.647364868890215,1.72248510228715,182,RPS2 RPLP0 FN1 CHGA RPS3 RPL10 FBLN1 RPL7A RPS18 RACK1 HNRNPA1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A ILF3 CTSB RPL18 RPL5 RPL37A ITGB1 RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 LGALS1 TLN1 RPL27 RPS21 UBR4 IGF2R UBA52 CD81 SMARCA4 ANXA2 RPL41 EIF4A2 AP2M1 RPL36 RPS12 RPS28 RAN SF3B2 VCP LAMP1 B2M DDB1 SCRIB XPO1 AP2B1 CD46 DDX3X SCARB2 PSMA7 ITGA5 NRP2 SEPTIN6 PLCG1 CBX5 NCAM1 RPL38 SUPT5H
GO_PEPTIDE_METABOLIC_PROCESS,3.56014527542807e-06,0.00121494641925661,0.627256739718528,0.648614512582422,1.71676912672443,145,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RACK1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 MME RPL19 RPS16 RPL18A ILF3 EEF1A2 RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 GCN1 RPL27 RPS21 UBA52 RPL41 EIF4A2 RPL36 RPS12 RPS28 GSTP1 MARS1 EIF2S3 HSPB1 RRBP1 LRPPRC EEF1B2 PAM DDX3X
GO_PROTEIN_LOCALIZATION_TO_ORGANELLE,1.80208649356769e-07,8.98825294176376e-05,0.690132458796796,0.636405051495879,1.69521320926298,187,COL1A1 RPS2 RPLP0 FLNA CHGA RPS3 RPL10 RPL7A RPS18 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 PDIA2 RPL18A RPL18 RPL5 RPL37A RPS3A LMNA RPS14 MAGED1 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RTN4 RPL27 RPS21 UBA52 CCT3 CD81 RPL41 YWHAQ RPL36 AP3D1 RPS12 RPS28 PHB2 RAN KDELR2 NOP53 LAMP1 GPAA1 SRPRA KDELR1 SCRIB XPO1 AP2B1 LMAN1 DDX3X SCARB2 RCC2 CACNG4
GO_CYTOCHROME_COMPLEX_ASSEMBLY,0.000110304884696262,0.0223505272615801,0.538434096309916,0.98718252798098,1.68944726155548,3,MT-CO3 CYBA
GO_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS,0.00194242145350745,0.229417613768188,0.45505986738723,0.641762337564155,1.68806595157298,84,RPS2 RPLP0 RPL10 RPL7A RPL6 RPS5 RPS8 RPS7 RPS19 RPS16 RPL5 RPS14 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 PRPF8 RPS28 EIF2S3 RAN NOP53 RBMX XPO1 DDX3X
GO_MDA_5_SIGNALING_PATHWAY,0.00204622763705355,0.23276736839746,0.431707695803346,-0.973473473473473,-1.68734276047541,2,IRF3 RIOK3
GO_CELLULAR_AMIDE_METABOLIC_PROCESS,1.29200782520696e-06,0.000465409929924551,0.643551836150722,0.630155521045253,1.67566366604242,176,RPS2 RPLP0 FASN RPS3 RPL10 RPL7A RPS18 RACK1 SCD VIM RPL6 RPS5 RPS8 RPS7 RPS19 MME RPL19 RPS16 RPL18A ILF3 EEF1A2 RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 GCN1 RPL27 RPS21 UBA52 RPL41 EIF4A2 RPL36 RPS12 RPS28 GSTP1 ASS1 MARS1 EIF2S3 HSPB1 RRBP1 LRPPRC CCN1 EEF1B2 PAM DDX3X
GO_NEGATIVE_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY,0.00182666425463817,0.227770981289882,0.45505986738723,0.957436154231347,1.63853982726842,3,RPS7 RPL5 RPL23
GO_MRNA_METABOLIC_PROCESS,5.92238776115174e-05,0.0137269301615068,0.557332238758646,0.615199367445811,1.63466016338499,159,RPS2 RPLP0 FLNA RPS3 RPL10 RPL7A RPS18 HNRNPA1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A RPL18 RPL5 RPL37A RPS3A RPS14 RPS25 RPL23 SFPQ HNRNPH1 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 RPL41 SNRNP70 PRPF8 RPL36 RPS12 RPS28 HSPB1 SF3B2 HIF1A RBMX XPO1 PSMD2 PSMA7 HNRNPA0 RBFOX2 SRSF3 RNPS1 RALY RPL38 CPSF1 PRDX6 SUPT5H KDM1A RPS23 TNPO1 GTPBP2 DAZAP1 SNRPB DDX42 SRSF6
GO_OXIDATION_REDUCTION_PROCESS,0.000654860097235212,0.108395462808667,0.477270815362862,0.616593029069237,1.62938998450346,128,MT-CO3 MT-ND5 FASN GNAS FTL DBH MT-ND6 SCD PDIA2 QSOX1 CYB561 TKT LOXL2 PLOD3 ASPH PLOD1 GAA ACADVL AKR1B1 FTH1 NOP53 VCP HIF1A PAM TWIST1 KDM5C PHGDH P3H3 IMPDH2 P3H1 CALM1 HADHA PRDX6 CS KDM1A TH TXNRD1
GO_INTRACELLULAR_PROTEIN_TRANSPORT,6.53262161639604e-06,0.00201702469336723,0.610526878385931,0.602161309747136,1.61192226291615,202,RPS2 RPLP0 FLNA RPS3 RPL10 RPL7A RPS18 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A PKD1 RPL18 RPL5 RPL37A RPS3A LMNA CLTC RPS14 RPS25 COPA RPL23 SFPQ RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBA52 CD81 RPL41 YWHAQ AP2M1 RPL36 NUCB1 AP3D1 SSR2 RPS12 RPS28 PHB2 RAN HSPB1 VCP ATP1B1 COPG1 SRPRA CTTN SCRIB XPO1 AP2B1 LMAN1 SCARB2 GDI1 SRSF3 RNPS1 LARS1 UBE2G2 SEC16A RPL38 CPSF1 HGS TXNIP GAS6 TMED9 TNPO2 MBTPS1 RPS23 SEC31A TNPO1 NPLOC4 SRSF6 RANGAP1 LAMP2 MLPH MYO1C DDX39A KIF1A
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.000114498229002158,0.0224971671772724,0.538434096309916,0.603799199727079,1.60491215547965,157,MT-CO3 MT-ND5 RPLP0 RPS3 RPL10 MT-ND6 RPL6 RPS5 RPS19 RPL5 CLTC RPS14 RPS15 RTN4 UBA52 SMARCA4 TMSB10 STMN2 AP2M1 PRPF8 TMSB4X TCF4 FKBP1A DBN1 RPS28 STMN1 EIF2S3 H1-10 MAP1B NOP53 CHRNA3 CTTN DDB1 RBMX AP2B1
GO_RESPONSE_TO_DRUG,0.000874670144021558,0.135032409853233,0.477270815362862,0.585613638168756,1.55535606168832,154,MT-ND5 COL1A1 FLNA SPARC GNAS RPS3 DBH RACK1 ITGA3 MT-ND6 HNRNPA1 VIM RPL18A RET STRA6 AGRN TIMP2 RPL10A LGALS1 GNB1 SLC7A5 IGFBP2 COL18A1 RGS4 KCNH2 NUCB1 SLC6A2 GSTP1 ASS1 CCND1 SLIT3 MAP1B SFRP1 CHRNA3 B2M EEF1B2 XPO1 PAM CACNG4 TFAP2B ABCA3 CTNNA1 HADHA CAPN2 TXNIP GAS6 TH NCSTN PPP1R9B ACTR2 GNAI2
GO_RESPONSE_TO_CYTOKINE,0.00129777985959004,0.171730706317996,0.45505986738723,0.578177933358932,1.53680306119246,158,COL1A1 ACTG1 RPS2 RPLP0 FN1 FASN SPARC RPS3 RACK1 VIM MME ITGB1 DPYSL3 TIMP2 ACTN4 UBA52 CD44 DDOST SMARCA4 ANXA2 EIF4A2 PRPF8 TMSB4X GSTP1 ASS1 CCND1 SLIT3 VEGFA SFRP1 TLE5 HIF1A B2M SCRIB RBMX PSMD2 ADAMTS7 TWIST1 PSMA7 SRSF3 NRP2 IMPDH2 UBE2G2 INPPL1 MCL1
GO_RESPIRATORY_CHAIN_COMPLEX_IV_ASSEMBLY,4.62782399671985e-05,0.0120027243178926,0.557332238758646,0.99497586675855,1.53371148846676,2,MT-CO3 COA4
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS,0.000123567110218771,0.023311917229953,0.518848077743792,0.567612282655587,1.52146809415656,215,RPS2 RPLP0 RPS3 RPL10 RPL7A RPS18 RACK1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A PKD1 CTSB RPL18 RPL5 UCHL1 RPL37A RPS3A CLTC LRP1 RPS14 RPS25 RPL23 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBR4 UBA52 UBA1 CD81 ANXA2 RPL41 MTA1 AP2M1 RPL36 GPC1 RPS12 RPS28 MARCHF6 HSPB1 NOP53 VCP LRPPRC DDB1 XPO1 AP2B1 PSMD2 ADAMTS7 PSMA7 HNRNPA0
GO_CELLULAR_MACROMOLECULE_LOCALIZATION,4.08795045488662e-07,0.000176708471663232,0.674962860011025,0.560591638780078,1.51194659543905,347,COL1A1 RPS2 RPLP0 FLNA CHGA RPS3 RPL10 RPL7A RPS18 RACK1 ITGA3 RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 PDIA2 RPL18A PKD1 RPL18 RPL5 RPL37A ITGB1 RPS3A LMNA CLTC LRP1 RPS14 MAGED1 RPS25 COPA RPL23 AGRN SFPQ RPL35 RPS24 RPL10A RPS15 RTN4 TLN1 RPL27 RPS21 UBA52 CCT3 CLSTN1 CD81 TMSB10 ANXA2 RPL41 YWHAQ RELN AP2M1 TMSB4X RPL36 GPC1 NUCB1 AP3D1 SSR2 RPS12 DBN1 RPS28 PHB2 RAN HSPB1 KDELR2 NOP53 VCP LAMP1 ATP1B1 COPG1 GPAA1 SRPRA CTTN KDELR1 SCRIB XPO1 AP2B1 LMAN1 DDX3X SCARB2 RCC2 CACNG4 GDI1 SRSF3 RNPS1 LARS1 RAD21 UBE2G2 SEC16A VCL MMP14 RPL38 CPSF1 CTNNA1 HGS NRP1 KDM1A TXNIP MACF1 GAS6 TMED9 TNPO2 MBTPS1 PPP1R9B SQSTM1 RPS23 FLOT1 SEC31A TNPO1 NPLOC4 SRSF6 RANGAP1 LAMP2 MLPH MYO1C DDX39A KIF1A DAG1
GO_KILLING_OF_CELLS_OF_OTHER_ORGANISM,0.000968672041965247,0.146066733025643,0.477270815362862,0.97997997997998,1.5105959892869,2,CHGA RPS19
GO_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS,5.07940022335463e-05,0.0126672427108582,0.557332238758646,0.555448804922493,1.49178706684913,280,RPS2 RPLP0 FASN RPS3 RPL10 RPL7A RPS18 DBH RACK1 SCD VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A ILF3 EEF1A2 RPL18 RPL5 RPL37A RPS3A CLTC HAND2 RPS14 RPS25 RPL23 AGRN PLOD3 RPL35 RPS24 RPL10A RPS15 GCN1 RPL27 RPS21 PLOD1 UBA52 DDOST MOGS RPL41 EIF4A2 CKB TMSB4X RPL36 GPC1 RPS12 RPS28 GSTP1 ASS1 MARS1 EIF2S3 HSPB1 RRBP1 VCP CHPF HSPG2 GPAA1 HIF1A LRPPRC CCN1 PRMT1 EEF1B2 LMAN1 DDX3X SERP1 PHGDH LARS1 IMPDH2 UBE2G2 MGAT4B SARS1 RPL38 QARS1 SOX4 CAPN2 TH NCSTN EDEM3 CHPF2 EIF3G RPS23 UGGT1
GO_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY,0.0022228457512213,0.248498825015843,0.431707695803346,0.967120366192992,1.49077346086056,2,COL1A1 DDR1
GO_MACROMOLECULE_CATABOLIC_PROCESS,0.000171178975219408,0.0308312354256289,0.518848077743792,0.552913494941361,1.48380150022828,255,RPS2 RPLP0 FLNA RPS3 RPL10 RPL7A RPS18 RACK1 VIM RPL6 RPS5 RPS8 RPS7 RPS19 RPL19 RPS16 RPL18A PKD1 CTSB EEF1A2 RPL18 RPL5 UCHL1 RPL37A RPS3A CLTC LRP1 RPS14 RPS25 RPL23 AGRN TIMP2 RPL35 RPS24 RPL10A RPS15 RPL27 RPS21 UBR4 UBA52 UBA1 CD44 CD81 ANXA2 RPL41 SNRNP70 MTA1 AP2M1 GAA RPL36 GPC1 RPS12 RPS28 MARCHF6 HSPB1 NOP53 VCP HSPG2 LRPPRC DDB1 XPO1 AP2B1 PSMD2 ADAMTS7 PSMA7 HNRNPA0
GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY,0.000312150510348751,0.0547022678135487,0.49849310876659,0.543501426461309,1.46038509219035,267,MT-CO3 MT-ND5 RPLP0 FN1 EMILIN1 RPS3 RPL10 RACK1 MT-ND6 LAMC1 RPL6 RPS5 RPS19 AHNAK PKD1 RPL5 CLTC RPS14 DPYSL3 RPS15 RTN4 TLN1 UBA52 CCT3 SMARCA4 TMSB10 ANXA2 STMN2 AP2M1 PRPF8 TMSB4X TCF4 FKBP1A DBN1 RPS28 STMN1 EIF2S3 VEGFA H1-10 MAP1B NOP53 CHRNA3 VCP GPAA1 MARCKS CTTN B2M DDB1 PRMT1 RBMX AP2B1 LMAN1 PAM DDX3X
GO_BIOLOGICAL_ADHESION,0.00113210881573487,0.163124301360553,0.45505986738723,0.543201971634244,1.45638490922202,233,COL1A1 ACTG1 FN1 FLNA EMILIN1 GNAS RPS3 LAMB1 FBLN1 ITGA3 LGALS3BP LAMC1 PLXNB2 PKD1 COL6A2 MYH9 RET COL6A1 ITGB1 LRP1 LOXL2 COL6A3 ACTN4 LGALS1 NID1 TLN1 PTPRF IGFBP2 COL18A1 COL5A1 FBN1 CD44 CLSTN1 LAMB2 CD81 ANXA2 PTPRS RELN NRCAM AP3D1 ASS1 VEGFA HSPB1 SFRP1 ALCAM ATP1B1 CTTN CCN1 SCRIB MAP4K4 ZMIZ1 CD46 RCC2 ITGA5 DST NRP2 PIEZO1 INPPL1 VCL CDK6 MMP14 NCAM1 CTNNA1 NRP1 CELSR3 VMP1 MACF1 GAS6 TPM1 FLOT1 CELSR2 APLP1 SCARF2 NT5E NECTIN1 DAG1 GATA3 CCN2 PRKCA IGSF9B CD151 IQGAP1 PODXL2 CSF1 NLGN2 AXL FAT1
